Plot;Harvest;Species;Infection;Notes
44;A18;Hl;1;
44;A18;Pg;0.5;
44;A18;Pm;0.1;
44;A18;Ra;NA;set to associated monoculture value
45;A18;Be;1;
46;A18;Am;0.4;
46;A18;Ao;NA;set to associated monoculture value
46;A18;Fr;0.4;
46;A18;Hp;1;
47;A18;Pg;0.5;
48;A18;Cb;0.8;
48;A18;Dg;0.8;
48;A18;Ga;1;
48;A18;Hl;1;
48;A18;Pt;0.8;
48;A18;To;1;
49;A18;Dc;NA;set to associated monoculture value
49;A18;Hl;1;
49;A18;Hp;0.84;
49;A18;Pg;0.6;
49;A18;Pm;0;
49;A18;To;1;
50;A18;Am;0.2;
50;A18;Ao;0;
50;A18;Be;0.57;
50;A18;Dc;1;
50;A18;Fr;0.4;
50;A18;Hp;0.78;
50;A18;Pm;0.2;
50;A18;Sp;0.2;
51;A18;Am;0.2;
51;A18;Be;1;
51;A18;Cj;0.6;
51;A18;Dc;NA;set to associated monoculture value
51;A18;Fr;0.6;
51;A18;Pg;0.6;
51;A18;Pm;0.1;
51;A18;Sp;0.1;
52;A18;To;1;
53;A18;Dg;0.9;
53;A18;Ga;1;
53;A18;Ra;0.5;
54;A18;Am;0.9;
54;A18;Ao;0;
54;A18;Be;1;
54;A18;Cj;1;
54;A18;Dc;NA;set to associated monoculture value
54;A18;Pg;0.6;
54;A18;Pm;0.1;
54;A18;Sp;0.2;
55;A18;Am;0.5;
55;A18;Ao;0.5;
55;A18;Dc;NA;set to associated monoculture value
55;A18;Pm;0.1;
56;A18;Cj;1;
57;A18;Am;0.5;
57;A18;Ao;1;
57;A18;Be;1;
57;A18;Cj;1;
57;A18;Fr;0.4;
57;A18;Hp;0.6;
57;A18;Pg;0.6;
57;A18;Sp;0.4;
58;A18;Dg;0.7;
58;A18;Ga;0.8;
58;A18;Ra;NA;set to associated monoculture value
59;A18;Am;0.43;
59;A18;Ao;NA;set to associated monoculture value
59;A18;Be;0.67;
59;A18;Cb;1;
59;A18;Cj;1;
59;A18;Dc;0;
59;A18;Dg;0.71;
59;A18;Fr;0.4;
59;A18;Ga;0.5;
59;A18;Hl;0.5;
59;A18;Hp;0.5;
59;A18;Lp;0.5;
59;A18;Pg;0.75;
59;A18;Pm;0.13;
59;A18;Pt;0;
59;A18;Ra;NA;set to associated monoculture value
59;A18;Sp;0.1;
59;A18;To;1;
60;A18;Cb;0.9;
61;A18;Dg;1;
61;A18;Ga;1;
61;A18;Hl;0.7;
61;A18;Lp;1;
61;A18;Pt;0.8;
61;A18;To;1;
62;A18;Am;1;
62;A18;Ao;0.67;
62;A18;Be;0.75;
62;A18;Fr;0.3;
62;A18;Hp;1;
62;A18;Pg;0.9;
62;A18;Pm;0.1;
62;A18;Sp;0.8;
63;A18;Cb;0.7;
63;A18;Dg;1;
63;A18;Ga;1;
63;A18;Hl;1;
63;A18;Lp;0.7;
63;A18;To;0.8;
64;A18;Cb;0.8;
64;A18;Ga;1;
64;A18;Hl;0.78;
64;A18;Lp;0.7;
65;A18;Cb;0.6;
65;A18;Dg;0.9;
65;A18;Ga;1;
65;A18;Lp;0.9;
65;A18;Pt;0.5;
65;A18;Ra;0;
65;A18;To;0.83;
66;A18;Am;0.5;
66;A18;Dg;1;
66;A18;Sp;0.6;
67;A18;Hp;1;
68;A18;Ao;0.67;
68;A18;Cj;1;
68;A18;Fr;0.5;
68;A18;Pg;0.8;
69;A18;Cb;0.7;
69;A18;Dg;0.8;
69;A18;Ga;0.8;
69;A18;Hl;0.56;
69;A18;Ra;0.5;
69;A18;To;1;
70;A18;Cj;1;
70;A18;Fr;0.5;
70;A18;Ga;0.71;
70;A18;Pm;0.2;
70;A18;Pt;0.4;
70;A18;Sp;0.4;
70;A18;To;1;
71;A18;Fr;0.8;
72;A18;Dc;0.75;
72;A18;Dg;1;
72;A18;Ga;1;
72;A18;Hl;1;
72;A18;Hp;1;
72;A18;Lp;1;
72;A18;Pg;1;
72;A18;Pm;0.1;
73;A18;Be;1;
73;A18;Dc;1;
73;A18;Ga;1;
73;A18;Lp;1;
73;A18;Pg;0.9;
73;A18;Pm;0.2;
73;A18;Ra;NA;set to associated monoculture value
74;A18;Dg;1;
74;A18;Lp;0.8;
74;A18;Pt;0.4;
75;A18;Be;0.8;
75;A18;Ga;1;
75;A18;Pm;0;
75;A18;To;1;
76;A18;Am;0.1;
76;A18;Ao;0.25;
76;A18;Cb;0.5;
76;A18;Ga;0.6;
76;A18;Pm;0.22;
76;A18;Sp;0.3;
77;A18;Am;0.1;
77;A18;Ga;0.9;
77;A18;Lp;0.8;
77;A18;Sp;0.1;
78;A18;Ga;1;
79;A18;Sp;0.2;
80;A18;Cb;1;
80;A18;Ga;1;
80;A18;Lp;0.9;
80;A18;Pt;0;
80;A18;Ra;0.25;
80;A18;To;1;
82;A18;Am;0.3;
82;A18;Ao;NA;set to associated monoculture value
82;A18;Be;NA;set to associated monoculture value
82;A18;Cj;1;
82;A18;Dc;NA;set to associated monoculture value
82;A18;Hp;0.9;
82;A18;Pm;0.2;
82;A18;Sp;0.3;
83;A18;Am;0.4;
83;A18;Ao;0;
83;A18;Be;1;
83;A18;Cb;0.5;
83;A18;Cj;0.71;
83;A18;Dc;1;
83;A18;Dg;1;
83;A18;Fr;0.6;
83;A18;Ga;1;
83;A18;Hl;0.75;
83;A18;Hp;0.8;
83;A18;Lp;0.8;
83;A18;Pg;0.67;
83;A18;Pm;0;
83;A18;Pt;0;
83;A18;Ra;1;
83;A18;Sp;0.3;
83;A18;To;1;
84;A18;Cb;1;
84;A18;Ga;1;
84;A18;Hl;0.9;
84;A18;Lp;1;
84;A18;Pt;0.4;
84;A18;Ra;0;
84;A18;To;1;
85;A18;Am;0.8;
85;A18;Be;1;
85;A18;Cj;1;
85;A18;Dc;0;
85;A18;Fr;0.6;
85;A18;Pg;1;
85;A18;Pm;0.1;
85;A18;Sp;0.4;
86;A18;Cb;0.6;
86;A18;Dg;1;
86;A18;Ga;0.02;
86;A18;Hl;0.02;
86;A18;Pt;NA;set to associated monoculture value
86;A18;To;0.9;
87;A18;Be;1;
87;A18;Dc;0.33;
87;A18;Ga;0.9;
87;A18;Lp;0.6;
87;A18;Pg;0.6;
87;A18;Pm;0.1;
87;A18;Ra;NA;set to associated monoculture value
88;A18;Pg;0.7;
89;A18;Cb;0.7;
89;A18;Ga;0.89;
89;A18;Lp;0.7;
89;A18;Pt;0.5;
89;A18;Ra;NA;set to associated monoculture value
89;A18;To;0.8;
90;A18;Am;0.5;
90;A18;Ao;NA;set to associated monoculture value
90;A18;Dg;1;
90;A18;Hl;1;
90;A18;Pg;0.6;
90;A18;Pm;0.3;
90;A18;Ra;NA;set to associated monoculture value
91;A18;Ao;0.2;
92;A18;Ao;NA;set to associated monoculture value
92;A18;Cj;0.9;
92;A18;Hp;0.7;
92;A18;Pg;0.4;
93;A18;Lp;1;
94;A18;Cb;0.9;
94;A18;Dg;1;
94;A18;Ga;1;
94;A18;Hl;0.7;
94;A18;Ra;NA;set to associated monoculture value
94;A18;To;1;
95;A18;Dc;0.1;
96;A18;Cj;0.8;
97;A18;Fr;0.5;
98;A18;Am;0.6;
98;A18;Ao;NA;set to associated monoculture value
98;A18;Be;0.88;
98;A18;Cj;1;
98;A18;Dc;NA;set to associated monoculture value
98;A18;Hp;1;
98;A18;Pm;0.2;
98;A18;Sp;0.1;
99;A18;Am;0.7;
99;A18;Ao;1;
99;A18;Be;1;
99;A18;Cb;1;
99;A18;Cj;1;
99;A18;Dc;0;
99;A18;Dg;1;
99;A18;Fr;0.75;
99;A18;Ga;1;
99;A18;Hl;0.33;
99;A18;Hp;1;
99;A18;Lp;1;
99;A18;Pg;0.8;
99;A18;Pm;0.3;
99;A18;Pt;0;
99;A18;Ra;NA;set to associated monoculture value
99;A18;Sp;0.3;
99;A18;To;1;
100;A18;Be;0.8;
100;A18;Cb;0.9;
100;A18;Dc;0.38;
100;A18;Dg;1;
100;A18;Hl;0.86;
100;A18;Hp;0.8;
100;A18;Pg;0.7;
100;A18;Ra;1;
101;A18;Dg;1;
101;A18;Lp;1;
101;A18;To;1;
102;A18;Cb;1;
102;A18;Ga;0.8;
102;A18;Hl;0.75;
103;A18;Cb;0.8;
103;A18;Ga;1;
103;A18;Hl;1;
103;A18;Lp;0.9;
103;A18;Pt;NA;set to associated monoculture value
103;A18;Ra;NA;set to associated monoculture value
103;A18;To;1;
104;A18;Dg;1;
104;A18;Lp;1;
104;A18;Ra;NA;set to associated monoculture value
105;A18;Am;0.5;
105;A18;Ao;0.75;
105;A18;Cb;0.7;
105;A18;Ga;0.89;
105;A18;Pm;0;
105;A18;Sp;0.3;
106;A18;Dg;0.8;
106;A18;Lp;0.8;
106;A18;Pt;0.33;
106;A18;To;0.2;
107;A18;Be;1;
107;A18;Dc;0;
107;A18;Fr;0.7;
107;A18;Ga;0.8;
107;A18;Lp;1;
107;A18;Pt;0.67;
107;A18;Sp;0.1;
107;A18;To;1;
108;A18;Cj;0.9;
108;A18;Dg;0.7;
108;A18;Sp;0.3;
108;A18;To;1;
109;A18;Hp;0.6;
109;A18;Pg;0.8;
109;A18;Pm;0.1;
109;A18;Sp;0.3;
110;A18;Cj;0.9;
110;A18;Fr;0.5;
110;A18;Ga;0.8;
110;A18;Pm;0.1;
110;A18;Pt;0.1;
110;A18;Sp;0.2;
110;A18;To;NA;set to associated monoculture value
111;A18;Ao;0.3;
111;A18;Dg;0.9;
111;A18;Hp;0.7;
111;A18;Ra;0;
112;A18;Am;0.3;
112;A18;Ao;0.8;
112;A18;Dc;0;
112;A18;Pm;0.4;
113;A18;Cb;0.8;
114;A18;Pt;0.5;
115;A18;To;1;
116;A18;Cb;1;
116;A18;Ga;0.9;
116;A18;Hl;0.67;
116;A18;Lp;0.8;
117;A18;Am;0.8;
117;A18;Ao;1;
117;A18;Be;1;
117;A18;Cb;0.67;
117;A18;Cj;1;
117;A18;Dc;0;
117;A18;Dg;1;
117;A18;Fr;0.8;
117;A18;Ga;1;
117;A18;Hl;0.6;
117;A18;Hp;1;
117;A18;Lp;0.8;
117;A18;Pg;0.7;
117;A18;Pm;0.38;
117;A18;Pt;0.33;
117;A18;Ra;NA;set to associated monoculture value
117;A18;Sp;0.3;
117;A18;To;NA;set to associated monoculture value
118;A18;Am;0.4;
118;A18;Ao;NA;set to associated monoculture value
118;A18;Be;0.6;
118;A18;Cj;1;
118;A18;Fr;0.4;
118;A18;Hp;0.8;
118;A18;Pg;0.67;
118;A18;Sp;0.5;
120;A18;Am;0.2;
120;A18;Ao;1;
120;A18;Be;0.6;
120;A18;Cj;0.9;
120;A18;Dc;0;
120;A18;Fr;0.4;
120;A18;Hp;0.9;
120;A18;Pm;0.1;
121;A18;Hp;0.8;
122;A18;Dc;0;
122;A18;Hl;0.5;
122;A18;Hp;1;
122;A18;Pg;0.7;
122;A18;Pm;0;
122;A18;To;1;
123;A18;Ao;1;
123;A18;Be;1;
123;A18;Cb;NA;set to associated monoculture value
123;A18;Cj;0.9;
123;A18;Hl;0.71;
123;A18;Hp;0.8;
123;A18;Lp;0.67;
123;A18;To;NA;set to associated monoculture value
124;A18;Be;0.9;
124;A18;Cj;0.9;
124;A18;Dc;0;
124;A18;Pm;0.1;
125;A18;Ao;0.38;
125;A18;Be;1;
125;A18;Cj;1;
125;A18;Dc;0;
125;A18;Fr;0.3;
125;A18;Pg;0.43;
125;A18;Pm;0.2;
125;A18;Sp;0.1;
126;A18;Sp;0.2;
127;A18;Ao;1;
127;A18;Cj;1;
127;A18;Fr;0.3;
127;A18;Pg;0.6;
128;A18;Ao;0.5;
128;A18;Cj;0.9;
128;A18;Dc;0;
128;A18;Sp;0.2;
129;A18;Dg;1;
130;A18;Hl;0.6;
131;A18;Cb;1;
131;A18;Dg;1;
131;A18;Ga;1;
131;A18;Lp;0.8;
131;A18;Pt;0.5;
131;A18;Ra;0.5;
131;A18;To;0.75;
132;A18;Cb;1;
132;A18;Dg;1;
132;A18;Ga;1;
132;A18;Lp;1;
132;A18;Pt;0.5;
132;A18;Ra;NA;set to associated monoculture value
133;A18;Ao;1;
133;A18;Dc;NA;set to associated monoculture value
133;A18;Fr;0.5;
133;A18;Pm;0.3;
134;A18;Am;0.3;
135;A18;Ga;0.9;
135;A18;Hl;0.8;
135;A18;Lp;1;
135;A18;Pt;0.6;
135;A18;Ra;0.5;
135;A18;To;0.75;
136;A18;Cb;0.8;
136;A18;Dg;1;
136;A18;Hl;1;
136;A18;Lp;1;
136;A18;Pt;0.4;
136;A18;To;1;
137;A18;Am;0.8;
137;A18;Dg;1;
137;A18;Sp;0.5;
138;A18;Be;1;
138;A18;Ga;1;
138;A18;Pm;0.2;
138;A18;To;NA;set to associated monoculture value
139;A18;Cb;0.8;
139;A18;Dg;1;
139;A18;Pt;0.1;
139;A18;To;0.33;
140;A18;Dg;0.9;
140;A18;Ga;1;
140;A18;Ra;0;
141;A18;Ao;NA;set to associated monoculture value
141;A18;Be;0.89;
141;A18;Cj;1;
141;A18;Dc;0.1;
141;A18;Fr;0.3;
141;A18;Hp;0.9;
141;A18;Pg;0.8;
141;A18;Pm;0.3;
142;A18;Dg;1;
142;A18;Ga;1;
142;A18;Ra;NA;set to associated monoculture value
143;A18;Dc;0.5;
143;A18;Lp;1;
143;A18;Pm;0.5;
143;A18;To;1;
144;A18;Cb;0.7;
144;A18;Hp;0.9;
144;A18;Lp;0.7;
144;A18;Pg;0.7;
145;A18;Am;0.5;
145;A18;Ga;1;
145;A18;Lp;0.84;
145;A18;Sp;0.3;
146;A18;Ga;1;
147;A18;Ao;0;
147;A18;Cb;0.6;
147;A18;Dg;1;
147;A18;Ga;0.8;
147;A18;Hp;0.8;
147;A18;Pg;0.57;
147;A18;Ra;NA;set to associated monoculture value
147;A18;Sp;0.25;
148;A18;Be;1;
149;A18;Dc;NA;set to associated monoculture value
149;A18;Hp;0.5;
149;A18;Pg;0.5;
149;A18;Sp;0.2;
150;A18;Am;0.1;
150;A18;Ao;0.4;
150;A18;Be;0.75;
150;A18;Cj;0.9;
150;A18;Dc;NA;set to associated monoculture value
150;A18;Pg;0.7;
150;A18;Pm;0.3;
150;A18;Sp;0.3;
151;A18;Am;0.2;
151;A18;Dc;0.5;
151;A18;Lp;0.9;
151;A18;To;1;
152;A18;Fr;0.5;
152;A18;Pt;NA;set to associated monoculture value
152;A18;Ra;NA;set to associated monoculture value
152;A18;Sp;0.5;
153;A18;Am;0.1;
153;A18;Be;0.84;
153;A18;Cj;1;
153;A18;Dc;NA;set to associated monoculture value
153;A18;Hp;0.8;
153;A18;Pg;0.71;
153;A18;Pm;0;
153;A18;Sp;0.1;
154;A18;Dg;0.13;
154;A18;Ga;0.2;
154;A18;Hl;0.6;
154;A18;Lp;0.7;
154;A18;Pt;0.2;
154;A18;To;NA;set to associated monoculture value
155;A18;Am;0.7;
155;A18;Ao;1;
155;A18;Be;0.9;
155;A18;Dc;NA;set to associated monoculture value
155;A18;Fr;0.1;
155;A18;Hp;0.8;
155;A18;Pm;0.2;
155;A18;Sp;0.2;
157;A18;Am;0.2;
157;A18;Ao;0.75;
157;A18;Fr;0.3;
157;A18;Hp;0.8;
158;A18;Am;0.7;
158;A18;Ao;0.5;
158;A18;Be;0.5;
158;A18;Cb;0.4;
158;A18;Cj;1;
158;A18;Dc;NA;set to associated monoculture value
158;A18;Dg;1;
158;A18;Fr;0.1;
158;A18;Ga;NA;set to associated monoculture value
158;A18;Hl;0.67;
158;A18;Hp;0.3;
158;A18;Lp;0.5;
158;A18;Pg;0.4;
158;A18;Pm;0;
158;A18;Pt;0.25;
158;A18;Ra;NA;set to associated monoculture value
158;A18;Sp;0.67;
158;A18;To;1;
159;A18;Dg;1;
159;A18;Lp;1;
159;A18;Pt;0.33;
160;A18;Am;0.5;
160;A18;Cj;0.9;
160;A18;Fr;0.2;
160;A18;Hp;1;
161;A18;Cb;0.8;
161;A18;Dg;1;
161;A18;Ga;1;
161;A18;Hl;0.8;
161;A18;Lp;1;
161;A18;To;1;
162;A18;Am;0.1;
162;A18;Ao;0.67;
162;A18;Be;0.86;
162;A18;Fr;0.1;
162;A18;Hp;0.6;
162;A18;Pg;0.9;
162;A18;Pm;0.1;
162;A18;Sp;0.3;
163;A18;Dc;NA;set to associated monoculture value
163;A18;Dg;1;
163;A18;Ga;1;
163;A18;Hl;0.8;
163;A18;Hp;0.8;
163;A18;Lp;0.5;
163;A18;Pg;0.5;
163;A18;Pm;0.2;
164;A18;Pm;0.5;
165;A18;Dg;0.8;
165;A18;Hl;0.5;
165;A18;Pt;0.2;
166;A18;Am;0.4;
166;A18;Ao;1;
166;A18;Be;1;
166;A18;Cb;1;
166;A18;Cj;0.7;
166;A18;Dc;0;
166;A18;Dg;1;
166;A18;Fr;0.3;
166;A18;Ga;1;
166;A18;Hl;0;
166;A18;Hp;0.38;
166;A18;Lp;0.5;
166;A18;Pg;0.75;
166;A18;Pm;0.5;
166;A18;Pt;NA;set to associated monoculture value
166;A18;Ra;NA;set to associated monoculture value
166;A18;Sp;0.3;
166;A18;To;1;
167;A18;Ra;0.1;
168;A18;Ao;0.6;
168;A18;Dc;0.1;
168;A18;Dg;0.8;
168;A18;To;0.71;
169;A18;Dg;0.7;
170;A18;Am;0.4;
170;A18;Ao;1;
170;A18;Cb;1;
170;A18;Ga;1;
170;A18;Pm;0.2;
170;A18;Sp;0.4;
171;A18;Am;0.2;
171;A18;Ao;NA;set to associated monoculture value
171;A18;Be;1;
171;A18;Cb;0.8;
171;A18;Cj;0.7;
171;A18;Dc;0;
171;A18;Dg;1;
171;A18;Fr;0.4;
171;A18;Ga;1;
171;A18;Hl;0.75;
171;A18;Hp;0.8;
171;A18;Lp;0.4;
171;A18;Pg;0.7;
171;A18;Pm;0.33;
171;A18;Pt;0;
171;A18;Ra;NA;set to associated monoculture value
171;A18;Sp;0.4;
171;A18;To;0.67;
172;A18;Cb;1;
172;A18;Hp;1;
172;A18;Lp;0.9;
172;A18;Pg;0.6;
173;A18;Am;0.1;
173;A18;Ao;0.7;
173;A18;Dc;NA;set to associated monoculture value
173;A18;Pm;0.1;
174;A18;Am;0.5;
174;A18;Ao;0.5;
174;A18;Be;0.5;
174;A18;Cj;0.9;
174;A18;Dc;NA;set to associated monoculture value
174;A18;Fr;0.4;
174;A18;Hp;0.8;
174;A18;Pm;0.4;
175;A18;Ao;NA;set to associated monoculture value
175;A18;Cj;1;
175;A18;Dc;NA;set to associated monoculture value
175;A18;Sp;0.3;
176;A18;Dc;0.2;
177;A18;Cb;0.8;
177;A18;Dg;1;
177;A18;Ga;0.9;
177;A18;Hl;1;
177;A18;Lp;1;
177;A18;To;1;
178;A18;Pm;0.1;
179;A18;Ao;0.4;
179;A18;Dc;0;
179;A18;Dg;0.5;
179;A18;To;NA;set to associated monoculture value
180;A18;Am;0.6;
180;A18;Ao;0;
180;A18;Be;1;
180;A18;Dc;NA;set to associated monoculture value
180;A18;Fr;0.2;
180;A18;Hp;1;
180;A18;Pm;0.2;
180;A18;Sp;0.2;
181;A18;Dc;NA;set to associated monoculture value
181;A18;Hp;1;
181;A18;Pg;0.8;
181;A18;Sp;0.4;
182;A18;Ga;1;
183;A18;Cb;1;
183;A18;Dg;1;
183;A18;Hl;0.8;
183;A18;Lp;0.9;
183;A18;Pt;0.5;
183;A18;To;1;
184;A18;Dg;0.9;
184;A18;Ga;0.8;
184;A18;Ra;0.3;
185;A18;Dc;0;
185;A18;Hl;0.6;
185;A18;Hp;0.71;
185;A18;Pg;0.5;
185;A18;Pm;0.1;
185;A18;To;1;
186;A18;Ao;1;
186;A18;Be;1;
186;A18;Cj;0.8;
186;A18;Dc;NA;set to associated monoculture value
186;A18;Fr;0.1;
186;A18;Hp;0.7;
186;A18;Pg;0.6;
186;A18;Pm;0.2;
187;A18;Ao;0.6;
187;A18;Cb;0.7;
187;A18;Dg;0.8;
187;A18;Ga;0.83;
187;A18;Hp;0.67;
187;A18;Pg;0.7;
187;A18;Ra;NA;set to associated monoculture value
187;A18;Sp;0;
188;A18;Dg;1;
188;A18;Hl;0.8;
188;A18;Pt;0.3;
189;A18;Cj;0.8;
189;A18;Fr;0.4;
189;A18;Ga;0.83;
189;A18;Pm;0.5;
189;A18;Pt;0.33;
189;A18;Sp;0.4;
189;A18;To;0.8;
190;A18;Am;0;
190;A18;Ao;0.67;
190;A18;Be;1;
190;A18;Cb;NA;set to associated monoculture value
190;A18;Cj;0.87;
190;A18;Dc;NA;set to associated monoculture value
190;A18;Dg;1;
190;A18;Fr;0.3;
190;A18;Ga;1;
190;A18;Hl;0;
190;A18;Hp;0.4;
190;A18;Lp;0.6;
190;A18;Pg;0.64;
190;A18;Pm;0.2;
190;A18;Pt;NA;set to associated monoculture value
190;A18;Ra;NA;set to associated monoculture value
190;A18;Sp;0.3;
190;A18;To;0.75;
191;A18;Am;0.4;
191;A18;Dg;0.7;
191;A18;Sp;0.2;
192;A18;Cb;0.8;
192;A18;Ga;1;
192;A18;Hl;0.8;
192;A18;Lp;0.6;
192;A18;Pt;0.17;
192;A18;Ra;NA;set to associated monoculture value
192;A18;To;NA;set to associated monoculture value
193;A18;Am;0.3;
193;A18;Dc;1;
193;A18;Lp;1;
193;A18;To;NA;set to associated monoculture value
194;A18;Dc;0.75;
194;A18;Lp;1;
194;A18;Pm;0.1;
194;A18;To;NA;set to associated monoculture value
195;A18;Be;0.87;
195;A18;Ga;0.8;
195;A18;Pm;0.4;
195;A18;To;NA;set to associated monoculture value
196;A18;Dg;0.8;
196;A18;Ga;0.8;
196;A18;Hl;0.29;
196;A18;Lp;0.4;
196;A18;Pt;0;
196;A18;To;NA;set to associated monoculture value
197;A18;Lp;0.7;
198;A18;Sp;0.8;
199;A18;Fr;0.6;
200;A18;Dg;1;
200;A18;Ga;1;
200;A18;Ra;0.25;
201;A18;Am;0.9;
201;A18;Ao;0.8;
201;A18;Fr;0.7;
201;A18;Hp;1;
202;A18;Cb;1;
203;A18;Am;0.5;
203;A18;Be;0.5;
203;A18;Cj;1;
203;A18;Dc;NA;set to associated monoculture value
203;A18;Fr;0.5;
203;A18;Pg;0.9;
203;A18;Pm;0.4;
203;A18;Sp;0.2;
204;A18;Ao;0.67;
204;A18;Be;1;
204;A18;Cj;1;
204;A18;Dc;NA;set to associated monoculture value
204;A18;Fr;0.4;
204;A18;Pg;0.68;
204;A18;Pm;0.3;
204;A18;Sp;0.5;
205;A18;Cb;0.9;
205;A18;Ga;0.9;
205;A18;Lp;0.8;
205;A18;Pt;0;
205;A18;Ra;0.13;
205;A18;To;0.75;
206;A18;Ga;1;
206;A18;Hl;0.6;
206;A18;Lp;0.6;
206;A18;Pt;0.5;
206;A18;Ra;0;
206;A18;To;0;
207;A18;Cj;1;
207;A18;Dg;0.9;
207;A18;Sp;1;
207;A18;To;NA;set to associated monoculture value
208;A18;Ao;0.56;
208;A18;Cj;0.7;
208;A18;Fr;0.7;
208;A18;Pg;0.5;
209;A18;Ao;0.17;
209;A18;Cj;1;
209;A18;Hp;0.8;
209;A18;Pg;0.7;
211;A18;Am;0.6;
211;A18;Ao;0.7;
211;A18;Be;0.83;
211;A18;Cj;1;
211;A18;Dc;0;
211;A18;Hp;0.7;
211;A18;Pm;0.2;
211;A18;Sp;0.7;
212;A18;To;0.9;
213;A18;Am;0.4;
213;A18;Be;0.6;
213;A18;Cj;1;
213;A18;Dc;NA;set to associated monoculture value
213;A18;Hp;0.8;
213;A18;Pg;0.5;
213;A18;Pm;0.4;
213;A18;Sp;0.6;
214;A18;Dg;0.9;
214;A18;Lp;0.8;
214;A18;Ra;0.33;
215;A18;Fr;0.5;
215;A18;Pt;0.5;
215;A18;Ra;NA;set to associated monoculture value
215;A18;Sp;0.8;
216;A18;Hp;1;
217;A18;Ao;0.43;
217;A18;Be;0.75;
217;A18;Cb;0.1;
217;A18;Cj;0.9;
217;A18;Hl;0.57;
217;A18;Hp;0.6;
217;A18;Lp;0.5;
217;A18;To;NA;set to associated monoculture value
218;A18;Dg;1;
218;A18;Lp;0.8;
218;A18;Pt;0;
218;A18;To;0;
219;A18;Hl;1;
220;A18;Cb;0.4;
220;A18;Ga;1;
220;A18;Hl;0.8;
220;A18;Lp;0.7;
221;A18;Cb;0.8;
221;A18;Dg;0.9;
221;A18;Pt;0.3;
221;A18;To;0.8;
222;A18;Am;0.8;
222;A18;Ao;1;
222;A18;Dg;1;
222;A18;Hl;0.8;
222;A18;Pg;0.9;
222;A18;Pm;0.1;
222;A18;Ra;1;
223;A18;Am;0.3;
223;A18;Cj;1;
223;A18;Fr;0.5;
223;A18;Hp;0.5;
224;A18;Be;0.9;
225;A18;Be;0.83;
225;A18;Cj;1;
225;A18;Dc;0.2;
225;A18;Pm;0.3;
226;A18;Am;0.9;
226;A18;Ga;NA;set to associated monoculture value
226;A18;Lp;0.8;
226;A18;Sp;0.8;
227;A18;Am;0.3;
227;A18;Ao;1;
227;A18;Be;1;
227;A18;Fr;0.5;
227;A18;Hp;1;
227;A18;Pg;0.75;
227;A18;Pm;0.2;
227;A18;Sp;0.8;
228;A18;Cb;0.67;
228;A18;Dg;1;
228;A18;Ga;0.9;
228;A18;Hl;1;
228;A18;Pt;0.6;
228;A18;To;0.67;
229;A18;Am;0.4;
230;A18;Am;0.1;
230;A18;Ao;0.4;
230;A18;Be;1;
230;A18;Cj;1;
230;A18;Dc;0;
230;A18;Pg;0.7;
230;A18;Pm;0.2;
230;A18;Sp;0.5;
231;A18;Be;0.67;
231;A18;Dc;NA;set to associated monoculture value
231;A18;Fr;0.5;
231;A18;Ga;0.88;
231;A18;Lp;0.8;
231;A18;Pt;0.38;
231;A18;Sp;0.7;
231;A18;To;NA;set to associated monoculture value
232;A18;Pt;1;
233;A18;Am;0.4;
233;A18;Ao;0.8;
233;A18;Be;NA;set to associated monoculture value
233;A18;Cb;0.67;
233;A18;Cj;0.57;
233;A18;Dc;NA;set to associated monoculture value
233;A18;Dg;1;
233;A18;Fr;0.4;
233;A18;Ga;NA;set to associated monoculture value
233;A18;Hl;0.9;
233;A18;Hp;0.67;
233;A18;Lp;0.3;
233;A18;Pg;0.71;
233;A18;Pm;0.1;
233;A18;Pt;0.67;
233;A18;Ra;NA;set to associated monoculture value
233;A18;Sp;0.3;
233;A18;To;0.6;
234;A18;Cj;0.9;
235;A18;Cb;0.9;
235;A18;Ga;1;
235;A18;Hl;1;
236;A18;Be;0.9;
236;A18;Dc;0.2;
236;A18;Ga;0.8;
236;A18;Lp;0.9;
236;A18;Pg;0.8;
236;A18;Pm;0.1;
236;A18;Ra;NA;set to associated monoculture value
237;A18;Dg;1;
237;A18;Lp;0.6;
237;A18;Pt;NA;set to associated monoculture value
238;A18;Ao;0.86;
238;A18;Dg;1;
238;A18;Hp;1;
238;A18;Ra;0.5;
239;A18;Dg;1;
239;A18;Lp;1;
239;A18;To;0.71;
240;A18;Dc;0;
240;A18;Dg;1;
240;A18;Ga;0.57;
240;A18;Hl;0.8;
240;A18;Hp;1;
240;A18;Lp;0.9;
240;A18;Pg;0.7;
240;A18;Pm;0.2;
241;A18;Be;1;
241;A18;Cb;0.3;
241;A18;Dc;NA;set to associated monoculture value
241;A18;Dg;1;
241;A18;Hl;1;
241;A18;Hp;1;
241;A18;Pg;0.7;
241;A18;Ra;0.13;
242;A18;Ao;0.8;
243;A18;Cb;1;
243;A18;Dg;1;
243;A18;Ga;0.5;
243;A18;Hl;1;
243;A18;Ra;0;
243;A18;To;1;
244;A18;Hp;0.8;
244;A18;Pg;0.56;
244;A18;Pm;0.1;
244;A18;Sp;0.5;
245;A18;Ao;1;
245;A18;Dc;NA;set to associated monoculture value
245;A18;Fr;0.8;
245;A18;Pm;0.1;
246;A18;Cb;1;
246;A18;Dg;NA;set to associated monoculture value
